TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:1902107," ""positive regulation of leukocyte differentiation""",0.026, null, null,3.772,-2.031,0.68,0.941,1903706, True
GO:1902105," ""regulation of leukocyte differentiation""",0.046, null, null,4.021,-3.042,0.731,0.944,1903706, True
GO:0006139," ""nucleobase-containing compound metabolic process""",18.964,4.252,-4.485,6.637,-13.406,0.881,0.653,-1, False
GO:1990089," ""response to nerve growth factor""",0.003,-2.878,5.154,2.862,-2.195,0.941,0.655,-1, False
GO:0032774," ""RNA biosynthetic process""",2.234,2.764,-5.784,5.708,-10.458,0.87,0.655,-1, False
GO:0050794," ""regulation of cellular process""",19.762,-5.437,-3.072,6.655,-5.084,0.661,0.671,-1, False
GO:0050789," ""regulation of biological process""",21.186, null, null,6.685,-4.481,0.678,0.719,50794, True
GO:0034654," ""nucleobase-containing compound biosynthetic process""",6.681,3.663,-4.77,6.184,-9.171,0.875,0.678,-1, False
GO:0051851," ""modulation by host of symbiont process""",0.011,-0.864,6.531,3.394,-1.36,0.987,0.68,-1, False
GO:0001818," ""negative regulation of cytokine production""",0.042,-4.585,-5.318,3.987,-1.706,0.67,0.681,-1, False
GO:0032673," ""regulation of interleukin-4 production""",0.005, null, null,3.052,-1.515,0.776,0.755,1818, True
GO:0044265," ""cellular macromolecule catabolic process""",1.526,0.609,-8.245,5.543,-7.783,0.871,0.689,-1, False
GO:0006401," ""RNA catabolic process""",0.457, null, null,5.019,-3.044,0.853,0.779,44265, True
GO:0044257," ""cellular protein catabolic process""",0.85, null, null,5.288,-3.576,0.862,0.833,44265, True
GO:0006402," ""mRNA catabolic process""",0.267, null, null,4.785,-2.198,0.552,0.835,44265, True
GO:0043632," ""modification-dependent macromolecule catabolic process""",0.715, null, null,5.214,-1.963,0.878,0.848,44265, True
GO:0030163," ""protein catabolic process""",1.027, null, null,5.371,-4.57,0.874,0.851,44265, True
GO:0000956," ""nuclear-transcribed mRNA catabolic process""",0.173, null, null,4.597,-1.635,0.568,0.873,44265, True
GO:0051603," ""proteolysis involved in cellular protein catabolic process""",0.841, null, null,5.284,-2.697,0.861,0.949,44265, True
GO:0006511," ""ubiquitin-dependent protein catabolic process""",0.662, null, null,5.18,-2.337,0.864,0.965,44265, True
GO:0019941," ""modification-dependent protein catabolic process""",0.704, null, null,5.206,-2.12,0.864,0.984,44265, True
GO:0051276," ""chromosome organization""",2.083,1.369,5.992,5.678,-3.236,0.966,0.69,-1, False
GO:1901701," ""cellular response to oxygen-containing compound""",0.406,-2.654,4.657,4.968,-1.536,0.918,0.691,-1, False
