TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:1901700," ""response to oxygen-containing compound""",0.566,5.208,-4.076,5.112,-5.064,0.906,0.647,-1, False
GO:0018193," ""peptidyl-amino acid modification""",2.741,-1.764,6.527,5.797,-4.9,0.911,0.652,-1, False
GO:0006139," ""nucleobase-containing compound metabolic process""",18.964,-4.47,3.147,6.637,-9.907,0.911,0.653,-1, False
GO:0032774," ""RNA biosynthetic process""",2.234,-3.935,4.992,5.708,-9.419,0.908,0.655,-1, False
GO:0043933," ""protein-containing complex subunit organization""",1.733,-3.962,-4.651,5.598,-2.83,0.95,0.665,-1, False
GO:0050794," ""regulation of cellular process""",19.762,5.388,2.921,6.655,-3.534,0.64,0.671,-1, False
GO:0050789," ""regulation of biological process""",21.186, null, null,6.685,-3.434,0.657,0.719,50794, True
GO:0034654," ""nucleobase-containing compound biosynthetic process""",6.681,-4.562,3.839,6.184,-10.378,0.908,0.678,-1, False
GO:0008285," ""negative regulation of cell population proliferation""",0.123,5.632,4.778,4.45,-3.097,0.695,0.681,-1, False
GO:0048661," ""positive regulation of smooth muscle cell proliferation""",0.009, null, null,3.306,-2.196,0.734,0.724,8285, True
GO:0048660," ""regulation of smooth muscle cell proliferation""",0.017, null, null,3.579,-1.805,0.805,0.754,8285, True
GO:0051276," ""chromosome organization""",2.083,-3.762,-4.656,5.678,-2.787,0.947,0.683,-1, False
GO:0044265," ""cellular macromolecule catabolic process""",1.526,-1.715,7.357,5.543,-3.34,0.923,0.689,-1, False
GO:0044257," ""cellular protein catabolic process""",0.85, null, null,5.288,-1.781,0.917,0.833,44265, True
GO:0030163," ""protein catabolic process""",1.027, null, null,5.371,-2.765,0.927,0.851,44265, True
GO:0006325," ""chromatin organization""",0.761,-3.603,-4.639,5.24,-1.551,0.952,0.69,-1, False
GO:0051348," ""negative regulation of transferase activity""",0.089,3.81,4.746,4.31,-3.103,0.744,0.692,-1, False
GO:0043086," ""negative regulation of catalytic activity""",0.5, null, null,5.058,-1.902,0.72,0.834,51348, True
GO:0007010," ""cytoskeleton organization""",0.79,-3.715,-4.788,5.257,-1.713,0.952,0.693,-1, False
GO:0010942," ""positive regulation of cell death""",0.101,4.943,4.846,4.362,-6.796,0.674,0.694,-1, False
GO:0042981," ""regulation of apoptotic process""",0.32, null, null,4.864,-5.11,0.738,0.888,10942, True
GO:0043065," ""positive regulation of apoptotic process""",0.088, null, null,4.305,-5.055,0.676,0.891,10942, True
GO:0060548," ""negative regulation of cell death""",0.183, null, null,4.622,-1.425,0.671,0.932,10942, True
GO:0043066," ""negative regulation of apoptotic process""",0.162, null, null,4.568,-1.351,0.674,0.935,10942, True
GO:0043067," ""regulation of programmed cell death""",0.332, null, null,4.88,-4.863,0.737,0.98,10942, True
GO:0043068," ""positive regulation of programmed cell death""",0.093, null, null,4.325,-4.658,0.675,0.984,10942, True
